Reports,No Finding,Enlarged Cardiomediastinum,Cardiomegaly,Lung Lesion,Lung Opacity,Edema,Consolidation,Pneumonia,Atelectasis,Pneumothorax,Pleural Effusion,Pleural Other,Fracture,Support Devices
subsegmental-sized opacity in the retrocardiac left lower lobe is consistent with atelectasis .,,,,,1,,,,1,,,,,
subsegmental-sized opacity in the right left perihilar lung is likely atelectasis .,,,,,1,,,,1,,,,,
subsegmental-sized opacity in the right lower lung is likely atelectasis .,,,,,1,,,,1,,,,,
"subsegmental-sized opacity in the right upper lobe is consistent with atelectatic or consolidated lung , or material in the lumens of airways .",,,,,1,,-1,,-1,,,,,
subsegmental-sized opacity is questionably present in retrocardiac left lower lobe .,,,,,1,,,,,,,,,
subsegmental-sized opacity projects over the right upper-mid lung .,,,,,1,,,,,,,,,
subsegmental-sized parenchymal opacities in the bilateral infrahilar lungs likely represent areas of atelectasis .,,,,,1,,,,1,,,,,
subsegmental-sized retrocardiac parenchymal opacity may represent atelectasis or aspiration .,,,,,1,,,,-1,,,,,
substantial blurring from patient respiration is present .,1,,,,,,,,,,,,,
substantial dilatation of the pulmonary arteries is present .,1,,,,,,,,,,,,,
substantial opacity in the basal left hemithorax is likely a combination of lung consolidation and pleural fluid .,,,,,1,,1,,,,1,,,
substantial right lower lobe atelectasis is present .,,,,,,,,,1,,,,,
subtle basilar opacities likely secondary to overlying soft tissue .,,,,,1,,,,,,,,,
subtle ground-glass opacities in the right lung .,,,,,1,,,,,,,,,
subtle ground-glass opacity in the medial right lung base .,,,,,1,,,,,,,,,
subtle hazy bilateral bibasilar opacities .,,,,,1,,,,,,,,,
subtle opacity at the left lung base .,,,,,1,,,,,,,,,
subtle patchy ground-glass abnormality in the right upper lobe .,1,,,,,,,,,,,,,
subtle patchy right mid lung zone opacity .,,,,,1,,,,,,,,,
superimposed effusion and / or consolidation not excluded .,,,,,,,-1,,,,-1,,,
superimposed ground-glass opacities are present in the left lung .,,,,,1,,,,,,,,,
superimposed infection not excluded .,,,,,,,,-1,,,,,,
superior mediastinal contour within normal limits for portable technique .,1,0,,,,,,,,,,,,
superior mediastinal contours within normal limits .,1,0,,,,,,,,,,,,
superior mediastinal widening .,1,,,,,,,,,,,,,
superior mediastinal widening may be secondary to lymphadenopathy versus enlarged azygous vein .,1,,,,,,,,,,,,,
support apparatus .,1,,,,,,,,,,,,,1
support apparatus acceptable .,1,,,,,,,,,,,,,1
support apparatus acceptably positioned .,1,,,,,,,,,,,,,1
support apparatus adequately positioned .,1,,,,,,,,,,,,,1
support apparatus appropriately position .,1,,,,,,,,,,,,,1
support apparatus appropriately positioned .,1,,,,,,,,,,,,,1
support apparatus is present .,1,,,,,,,,,,,,,1
support apparatus is well positioned .,1,,,,,,,,,,,,,1
support apparatus present .,1,,,,,,,,,,,,,1
support devices .,1,,,,,,,,,,,,,1
support devices are adequately positioned .,1,,,,,,,,,,,,,1
support devices are present .,1,,,,,,,,,,,,,1
support devices in satisfactory position .,1,,,,,,,,,,,,,1
support lines and tubes are adequately positioned .,1,,,,,,,,,,,,,1
surgical anchors are present in right humeral head .,1,,,,,,,,,,,,,
surgical clip is present in the right perihilar region .,1,,,,,,,,,,,,,
surgical clip overlies the right hemithorax .,1,,,,,,,,,,,,,
surgical clip projects over the lateral upper left hemithorax .,1,,,,,,,,,,,,,
surgical clip projects over the right upper hemithorax .,1,,,,,,,,,,,,,
surgical clips also project over the right inferior neck and apical right lung .,1,,,,,,,,,,,,,
surgical clips and medical devices project over the upper and lower mediastinum .,,1,,,,,,,,,,,,1
surgical clips are present about the gastric esophageal junction .,1,,,,,,,,,,,,,
surgical clips are present in several locations in the mediastinum .,,1,,,,,,,,,,,,
surgical clips are present in the basal right hemothorax .,1,,,,,,,,,,,,,
surgical clips are present in the left hemithorax .,1,,,,,,,,,,,,,
surgical clips are present in the left perihilar region and upper left hemithorax .,1,,,,,,,,,,,,,
surgical clips are present in the left upper quadrant of the abdomen and mid abdomen .,1,,,,,,,,,,,,,
surgical clips are present in the right cervical soft tissues .,1,,,,,,,,,,,,,
surgical clips are present in the right perihilar lung .,1,,,,,,,,,,,,,
surgical clips are present in the right supraclavicular region .,1,,,,,,,,,,,,,
surgical clips are present in the right upper quadrant of the abdomen .,1,,,,,,,,,,,,,
surgical clips are present in the upper left abdomen .,1,,,,,,,,,,,,,
surgical clips in the left upper quadrant .,1,,,,,,,,,,,,,
surgical clips in the right upper quadrant of the abdomen .,1,,,,,,,,,,,,,
surgical clips in the superior mediastinum .,,1,,,,,,,,,,,,
surgical clips in the upper abdomen .,1,,,,,,,,,,,,,
surgical clips near the gastroesophageal junction .,1,,,,,,,,,,,,,
surgical clips or artifact projects over the upper thoracic spine .,1,,,,,,,,,,,,,
surgical clips or other material project over the apical left hemithorax .,1,,,,,,,,,,,,,
surgical clips overlie the left hilum .,1,,,,,,,,,,,,,
surgical clips overlie the left neck .,1,,,,,,,,,,,,,
surgical clips overlie the lower neck .,1,,,,,,,,,,,,,
surgical clips overlie the superior mediastinum .,,1,,,,,,,,,,,,
surgical clips project over the basilar right hemithorax .,1,,,,,,,,,,,,,
surgical clips project over the inferior left neck .,1,,,,,,,,,,,,,
surgical clips project over the inferior neck .,1,,,,,,,,,,,,,
surgical clips project over the inferior right neck .,1,,,,,,,,,,,,,
surgical clips project over the left apex .,1,,,,,,,,,,,,,
surgical clips project over the left chest wall .,1,,,,,,,,,,,,,
surgical clips project over the left heart border .,1,,,,,,,,,,,,,
surgical clips project over the left infrahilar region .,1,,,,,,,,,,,,,
surgical clips project over the left upper lung .,1,,,,,,,,,,,,,
surgical clips project over the lower neck .,1,,,,,,,,,,,,,
surgical clips project over the mediastinum .,,1,,,,,,,,,,,,
surgical clips project over the mid left hemithorax .,1,,,,,,,,,,,,,
surgical clips project over the right axilla and upper abdomen .,1,,,,,,,,,,,,,
surgical clips project over the right hemithorax .,1,,,,,,,,,,,,,
surgical clips project over the right hilum .,1,,,,,,,,,,,,,
surgical clips project over the right lower lung .,1,,,,,,,,,,,,,
surgical clips project over the right mid hemithorax .,1,,,,,,,,,,,,,
surgical clips project over the superior mediastinum .,,1,,,,,,,,,,,,
surgical clips project over the upper abdomen .,1,,,,,,,,,,,,,
surgical clips project over the upper-mid mediastinum .,,1,,,,,,,,,,,,
surgical clips projects over the apical right hemithorax .,1,,,,,,,,,,,,,
surgical clips projects over the right superior mediastinal silhouette .,,1,,,,,,,,,,,,
surgical clips projects over the right upper abdomen .,1,,,,,,,,,,,,,
surgical clips versus calcifications in the region of the right hilum .,,,,,,,,,,,,,,
surgical deformity involves the posterior arch of the right fourth rib .,,,,,,,,,,,,,,
surgical material projects over the left cardiac border .,1,,,,,,,,,,,,,
surgical skin staples overlie the left lateral chest wall .,1,,,,,,,,,,,,,
surgical skin staples overlie the upper abdomen .,1,,,,,,,,,,,,,
surgical skin staples overlie the upper midline chest .,1,,,,,,,,,,,,,
surgical skin staples project over the left chest wall .,1,,,,,,,,,,,,,
surgical skin staples project over the upper abdomen .,1,,,,,,,,,,,,,
surgical staples are present in right upper lobe .,1,,,,,,,,,,,,,
surgical staples are present in the right upper lobe .,1,,,,,,,,,,,,,
suture anchors are present in left humeral head .,1,,,,,,,,,,,,,
suture anchors are present within the right glenoid .,1,,,,,,,,,,,,,
suture anchors present within the right humeral head .,1,,,,,,,,,,,,,
suture material at the right lung apex .,1,,,,,,,,,,,,,
suture material projects over the right upper lung .,1,,,,,,,,,,,,,
swan-ganz catheter is in the main pulmonary artery .,1,,,,,,,,,,,,,1
swan-ganz catheter tubes in the main pulmonary artery .,1,,,,,,,,,,,,,1
temperature monitoring probe is in the cervical esophagus .,1,,,,,,,,,,,,,
temperature monitoring probe is in the lower esophagus and terminates just below the ge junction .,1,,,,,,,,,,,,,
temporary pacemaker lead is coiled in right atrium and likely terminates in right ventricle .,1,,,,,,,,,,,,,1
the aorta is tortuous and ecstatic .,1,,,,,,,,,,,,,
the aorta is tortuous and ectatic .,1,,,,,,,,,,,,,
the aorta is tortuous and there is atherosclerotic calcifications .,,,,,,,,,,,,,,
the aortic knob appears enlarged .,1,,,,,,,,,,,,,
the ascending aorta may be mildly enlarged .,1,,,,,,,,,,,,,
the ascending aorta may be slightly dilated .,1,,,,,,,,,,,,,
the ascending thoracic aorta is mildly enlarged versus tortuous .,1,,,,,,,,,,,,,
the cardiac and mediastinal contours are normal .,1,0,,,,,,,,,,,,
"the cardiac silhouette is mildly enlarged , in particular at the cardiac apex .",,,1,,,,,,,,,,,
the cardiomediastinal silhouette is largely obscured .,,-1,,,,,,,,,,,,
the cardiomediastinal silhouette is normal .,1,0,,,,,,,,,,,,
the central venous catheter is in the middle third of svc .,1,,,,,,,,,,,,,1
the central venous catheter is in the upper third of svc .,1,,,,,,,,,,,,,1
the central venous catheter is properly positioned .,1,,,,,,,,,,,,,1
the central venous catheter terminates in the inferior right atrium .,1,,,,,,,,,,,,,1
the central venous catheter terminates in the lower third of svc .,1,,,,,,,,,,,,,1
the central venous catheter terminates in the middle third of svc .,1,,,,,,,,,,,,,1
the central venous catheter terminates in the upper third of svc .,1,,,,,,,,,,,,,1
the central venous catheter tip is likely in azygos vein .,1,,,,,,,,,,,,,1
the drainage catheter is present in the basal left pleural space .,1,,,,,,,,,,,,,1
the endotracheal tube and left subclavian vein catheter are properly positioned .,1,,,,,,,,,,,,,1
the endotracheal tube and right ij approach pulmonary artery catheter are in satisfactory position .,1,,,,,,,,,,,,,1
the endotracheal tube and right subclavian vein catheter are properly positioned .,1,,,,,,,,,,,,,1
endotracheal tube and right internal jugular and left picc in satisfactory position,1,,,,,,,,,,,,,1
the endotracheal tube is adequately positioned .,1,,,,,,,,,,,,,1
the endotracheal tube is in adequate position .,1,,,,,,,,,,,,,1
the endotracheal tube is properly positioned .,1,,,,,,,,,,,,,1
the esophageal stent spans upper-lower mediastinum .,,1,,,,,,,,,,,,
the esophagus is possibly distended with air at the level of aortic arch .,1,,,,,,,,,,,,,
the feeding tube is in at least the stomach .,1,,,,,,,,,,,,,1
the feeding tube is in the stomach .,1,,,,,,,,,,,,,1
the feeding tube is present .,1,,,,,,,,,,,,,1
the feeding tube traverses the esophagus to the stomach .,1,,,,,,,,,,,,,1
the gastric tube courses below the diaphragm and beyond the field of view .,1,,,,,,,,,,,,,1
the gastric tube likely terminates in the esophagus just above the hernia .,,,,,,,,,,,,,,1
the heart and mediastinum are normal contour .,1,0,0,,,,,,,,,,,
the heart and pulmonary vasculature are normal .,1,,0,,,,,,,,,,,
the heart and pulmonary vessels are normal .,1,,0,,,,,,,,,,,
the heart is at the upper limits of normal in size .,1,,0,,,,,,,,,,,
the heart is at the upper limits of normal size .,,,1,,,,,,,,,,,
the heart is enlarged .,,,1,,,,,,,,,,,
the heart is likely normal in size .,1,,0,,,,,,,,,,,
the heart is mildly enlarged .,,,1,,,,,,,,,,,
the heart is normal in size .,1,,0,,,,,,,,,,,
the heart is normal in size or slightly enlarged .,1,,0,,,,,,,,,,,
the heart is normal size .,1,,0,,,,,,,,,,,
the heart is normal size for pulmonary vascular is normal .,1,,0,,,,,,,,,,,
the heart is questionably slightly enlarged in size .,,,1,,,,,,,,,,,
the heart is top normal size .,1,,0,,,,,,,,,,,
the heart is upper limits of normal .,,,1,,,,,,,,,,,
the heart is upper limits of normal in size .,,,1,,,,,,,,,,,
the heart is upper limits of normal size .,,,1,,,,,,,,,,,
the heart is within normal limits .,1,,0,,,,,,,,,,,
the heart may be mildly enlarged .,,,1,,,,,,,,,,,
the heart pulmonary vessels are normal .,1,,0,,,,,,,,,,,
the left costophrenic angle is not included within the field of view .,1,,,,,,,,,,,,,
the left subclavian vein catheter is in left brachiocephalic vein .,1,,,,,,,,,,,,,1
the left subclavian vein catheter terminates in upper third of svc .,1,,,,,,,,,,,,,1
the lung bases are not completely included within the field of view .,1,,,,,,,,,,,,,
the lungs are clear .,1,,,,,,,,,,,,,
the lungs are hyperinflated but clear .,1,,,,,,,,,,,,,
the lungs are hyperinflated likely due to emphysema .,,,,,,,,,,,,,,
the lungs are hyperinflated with architectural distortion compatible with emphysema .,,,,,,,,,,,,,,
the lungs are hyperinflated with architectural distortion likely representing emphysema .,,,,,,,,,,,,,,
the lungs are hyperinflated with architectural distortion suggesting emphysema .,,,,,,,,,,,,,,
the lungs are hyperinflated with upper lung lucency suggesting emphysema .,,,,,,,,,,,,,,
the lungs are otherwise clear .,1,,,,,,,,,,,,,
the lungs are slightly overinflated .,1,,,,,,,,,,,,,
the mediastinal contours and the heart size are within normal limits .,1,0,0,,,,,,,,,,,
the nasogastric tube is below the diaphragm .,1,,,,,,,,,,,,,1
the ng tube is below the diaphragm .,1,,,,,,,,,,,,,1
the ng tube is in the stomach .,1,,,,,,,,,,,,,1
the ng tube is not well visualized .,1,,,,,,,,,,,,,-1
the osseous catheter tip is in the right atrium .,1,,,,,,,,,,,,,1
the osseous structures are normal .,1,,,,,,,,,,,,,
the pacemaker lead is located in right ventricle .,1,,,,,,,,,,,,,1
the positions of the leads are not visible .,1,,,,,,,,,,,,,
the process involves the lateral portion of right minor fissure .,,,,,,,,,,,,,,
the pulmonary artery catheter is properly positioned .,1,,,,,,,,,,,,,1
the pulmonary vessels are normal in caliber .,1,,,,,,,,,,,,,
the pulmonary vessels in the left lung are normal in caliber .,1,,,,,,,,,,,,,
the right ij catheter is at the cavoatrial junction .,1,,,,,,,,,,,,,1
the right ij catheter is in the main the svc .,1,,,,,,,,,,,,,1
the right internal jugular vein catheter terminates in the upper third of acc .,1,,,,,,,,,,,,,1
the right jugular vein catheter is in the svc .,1,,,,,,,,,,,,,1
the right jugular vein catheter is in the upper third of svc .,1,,,,,,,,,,,,,1
the right jugular vein catheter is present .,1,,,,,,,,,,,,,1
the right jugular vein catheter is properly positioned .,1,,,,,,,,,,,,,1
the right jugular vein catheter terminates at the superior cavoatrial junction .,1,,,,,,,,,,,,,1
the right jugular vein catheter terminates in middle third of svc .,1,,,,,,,,,,,,,1
the right jugular vein catheter terminates in the lower third of svc .,1,,,,,,,,,,,,,1
the right jugular vein catheter terminates in the middle third of svc .,1,,,,,,,,,,,,,1
